anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,role pirate commander,Is your character a pirate commander?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Portgas D. Ace,Male,Whitebeard Pirates,Pirate Commander,Mera Mera no Mi,"Armament, Conqueror's",Fire Fist,"Alabasta, Marineford",,,,,signature portgas d ace,Is your character a Whitebeard Pirates commander who uses the Mera Mera no Mi?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,affiliation beasts pirates,Is your character affiliated with Beasts Pirates?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,affiliation mads,Is your character affiliated with MADS?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,devil fruit ryu ryu no mi: model brachiosaurus,Does your character use Ryu Ryu no Mi: Model Brachiosaurus?,devil fruit,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,fighting style cyborg weapons and brachiosaurus form,Does your character use cyborg weapons and brachiosaurus form?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,armament haki,Does your character use Armament Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,role all-star commander and scientist,Is your character a all-star commander and scientist?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,signature queen,Is your character the cyborg scientist All-Star who transforms into a brachiosaurus?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Queen,Male,Beasts Pirates / MADS,all-star commander and scientist,Ryu Ryu no Mi: Model Brachiosaurus,Armament Haki;Observation Haki,cyborg weapons and brachiosaurus form,Wano,,,,,species human cyborg,Is your character a human cyborg?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,affiliation dressrosa kingdom,Is your character affiliated with Dressrosa Kingdom?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,arc dressrosa,Is your character shown during the Dressrosa arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,fighting style sword and shield,Does your character use sword and shield?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,gender female,Is your character female?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,observation haki,Does your character use Observation Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,uses haki,Does your character use Haki?,haki,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,role princess and former gladiator,Is your character a princess and former gladiator?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rebecca,Female,Dressrosa Kingdom,princess and former gladiator,,Observation Haki,sword and shield,Dressrosa,,,,,signature rebecca,Is your character the pink-haired Dressrosa princess who fought as a gladiator?,signature clue,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,affiliation world government,Is your character affiliated with World Government?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,arc dressrosa,Is your character shown during the Dressrosa arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/Dressrosa_Arc
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,arc egghead,Is your character shown during the Egghead arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/Rob_Lucci/History
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,arc enies lobby,Is your character shown during the Enies Lobby arc?,arc appearance,medium,https://one-piece.com/character/Rob_Lucci/index.html
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/Rob_Lucci/History
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,devil fruit neko neko no mi: leopard,Does your character use Neko Neko no Mi: Leopard?,devil fruit,medium,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,devil fruit user,Does your character use a Devil Fruit?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,has devil fruit,Does your character have a Devil Fruit power?,devil fruit,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,fighting style rokushiki,Does your character use Rokushiki?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,role cp0 agent,Is your character a cp0 agent?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Rob Lucci,Male,World Government,CP0 Agent,Neko Neko no Mi: Leopard,"Armament, Observation",Rokushiki,"Enies Lobby, Egghead",,,,,signature rob lucci,Is your character a CP0 agent who uses Rokushiki and the Leopard Devil Fruit?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,affiliation straw hat pirates,Is your character affiliated with Straw Hat Pirates?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,arc wano country,Is your character shown during the Wano Country arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,saga east blue,Is your character shown during the East Blue saga?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,fighting style three-sword style,Does your character use the Three-Sword Style?,fighting style,medium,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,gender male,Is your character male?,gender,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,armament haki,Does your character use Armament Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,observation haki,Does your character use Observation Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,uses haki,Does your character use Haki?,haki,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,role swordsman,Is your character a swordsman?,role,easy,User-provided One Piece table dated 2025-11-02
One Piece,Roronoa Zoro,Male,Straw Hat Pirates,Swordsman,None,"Armament, Observation",Three-Sword Style,"East Blue, Wano",,,,,signature roronoa zoro,Is your character the Straw Hat swordsman who uses the Three-Sword Style?,signature fact,medium,User-provided One Piece table dated 2025-11-02
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,affiliation thriller bark,Is your character affiliated with Thriller Bark?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,affiliation wano,Is your character affiliated with Wano?,affiliation,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,arc thriller bark,Is your character shown during the Thriller Bark arc?,arc appearance,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,fighting style swordsmanship with shusui,Does your character use swordsmanship with Shusui?,fighting style,medium,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,gender male,Is your character male?,gender,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,role zombie samurai,Is your character a zombie samurai?,role,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,signature ryuma,Is your character the zombie samurai from Wano who wielded the black blade Shusui?,signature fact,hard,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Ryuma,Male,Thriller Bark / Wano,zombie samurai,,,swordsmanship with Shusui,Thriller Bark,,,,,species human zombie,Is your character a human zombie?,species,easy,https://onepiece.fandom.com/wiki/List_of_Canon_Characters
One Piece,Sabo,Male,Revolutionary Army,Chief of Staff,Mera Mera no Mi,All 3,Dragon Claw fist,"Dressrosa, Reverie",,,,,affiliation revolutionary army,Is your character affiliated with Revolutionary Army?,affiliation,easy,User-provided One Piece table dated 2025-11-02
One Piece,Sabo,Male,Revolutionary Army,Chief of Staff,Mera Mera no Mi,All 3,Dragon Claw fist,"Dressrosa, Reverie",,,,,arc dressrosa,Is your character shown during the Dressrosa arc?,arc appearance,medium,User-provided One Piece table dated 2025-11-02
